"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","response"
"614",51,"employed","married","university.degree","no","yes","no","telephone","may","tue",170,3,"no"
"615",38,"employed","married","university.degree","no","yes","no","telephone","may","tue",802,1,"no"
"616",41,"employed","married","basic","no","yes","no","telephone","may","tue",381,2,"no"
"618",52,"employed","married","basic","no","no","no","telephone","may","tue",57,2,"no"
"619",37,"employed","married","professional.course","no","yes","no","telephone","may","tue",304,2,"no"
"620",41,"employed","married","basic","no","yes","no","telephone","may","tue",241,3,"no"
"621",46,"employed","divorced","university.degree","no","yes","yes","telephone","may","tue",230,1,"no"
"622",47,"employed","married","professional.course","no","no","no","telephone","may","tue",79,4,"no"
"623",35,"employed","married","professional.course","no","no","no","telephone","may","tue",262,3,"no"
"626",46,"employed","married","basic","no","yes","no","telephone","may","tue",145,1,"no"
"627",30,"employed","married","professional.course","no","no","no","telephone","may","tue",252,1,"no"
"628",35,"employed","single","basic","no","no","no","telephone","may","tue",329,1,"no"
"630",40,"employed","married","professional.course","no","no","no","telephone","may","tue",191,2,"no"
"631",34,"employed","married","university.degree","no","no","no","telephone","may","tue",116,2,"no"
"632",30,"employed","single","university.degree","no","no","no","telephone","may","tue",246,1,"no"
"633",38,"employed","married","basic","no","no","no","telephone","may","tue",532,2,"no"
"634",55,"employed","single","basic","no","no","no","telephone","may","tue",293,1,"no"
"636",45,"employed","single","professional.course","no","yes","no","telephone","may","tue",37,2,"no"
"637",36,"employed","married","university.degree","no","yes","yes","telephone","may","tue",132,2,"no"
"638",32,"employed","single","university.degree","no","no","no","telephone","may","tue",530,2,"no"
"640",55,"employed","divorced","university.degree","no","yes","no","telephone","may","tue",90,5,"no"
"642",29,"employed","married","high.school","no","yes","no","telephone","may","tue",29,3,"no"
"643",34,"employed","married","basic","no","yes","no","telephone","may","tue",311,2,"no"
"645",36,"employed","single","professional.course","no","no","no","telephone","may","tue",211,2,"no"
"646",30,"employed","single","university.degree","no","yes","no","telephone","may","tue",312,3,"no"
"647",33,"employed","divorced","university.degree","no","no","no","telephone","may","tue",392,1,"no"
"648",37,"employed","married","high.school","no","no","no","telephone","may","tue",191,1,"no"
"650",33,"employed","married","high.school","no","no","no","telephone","may","tue",328,1,"no"
"651",32,"employed","married","high.school","no","yes","no","telephone","may","tue",100,1,"no"
"652",32,"employed","married","high.school","no","no","no","telephone","may","tue",226,1,"no"
"654",39,"employed","married","basic","no","no","yes","telephone","may","tue",333,2,"no"
"656",33,"employed","married","high.school","no","no","no","telephone","may","tue",322,2,"no"
"657",33,"employed","married","basic","no","no","no","telephone","may","tue",202,4,"no"
"660",33,"employed","single","university.degree","no","no","no","telephone","may","tue",739,3,"no"
"663",43,"employed","married","high.school","no","no","yes","telephone","may","tue",262,1,"no"
"666",27,"employed","married","basic","no","no","yes","telephone","may","tue",245,2,"no"
"667",47,"employed","divorced","university.degree","no","yes","no","telephone","may","tue",160,3,"no"
"668",31,"employed","single","university.degree","no","no","no","telephone","may","tue",189,2,"no"
"669",32,"employed","married","basic","no","yes","no","telephone","may","tue",477,1,"no"
"670",54,"employed","married","high.school","no","no","no","telephone","may","tue",65,3,"no"
"673",44,"employed","married","high.school","no","yes","no","telephone","may","tue",221,2,"no"
"674",46,"employed","married","high.school","no","no","yes","telephone","may","tue",197,2,"no"
"675",45,"employed","married","high.school","no","yes","no","telephone","may","tue",178,2,"no"
"676",43,"employed","married","professional.course","no","no","yes","telephone","may","tue",221,2,"no"
"678",56,"employed","married","university.degree","no","yes","no","telephone","may","tue",75,2,"no"
"679",47,"employed","married","professional.course","no","no","no","telephone","may","tue",400,2,"no"
"683",36,"employed","married","university.degree","no","no","no","telephone","may","tue",346,2,"no"
"685",46,"employed","married","high.school","no","no","no","telephone","may","tue",60,3,"no"
"686",38,"employed","married","basic","no","yes","no","telephone","may","tue",276,2,"no"
"688",27,"employed","single","high.school","no","yes","no","telephone","may","tue",390,2,"no"
"690",46,"employed","married","university.degree","no","yes","no","telephone","may","tue",716,2,"no"
"691",40,"employed","divorced","university.degree","no","yes","no","telephone","may","tue",189,3,"no"
"692",33,"employed","single","university.degree","no","no","no","telephone","may","tue",125,2,"no"
"693",54,"non-labor","married","high.school","no","yes","no","telephone","may","tue",234,2,"no"
"698",49,"employed","married","basic","no","no","no","telephone","may","tue",283,3,"no"
"699",40,"employed","married","basic","no","no","no","telephone","may","tue",109,2,"no"
"701",51,"employed","married","basic","no","yes","no","telephone","may","tue",144,2,"no"
"703",38,"employed","divorced","basic","no","yes","no","telephone","may","tue",95,3,"no"
"704",52,"employed","married","university.degree","no","no","no","telephone","may","tue",31,3,"no"
"705",26,"unemployed","single","basic","no","yes","no","telephone","may","tue",112,3,"no"
"706",35,"employed","married","university.degree","no","yes","yes","telephone","may","tue",161,2,"no"
"707",51,"employed","married","university.degree","no","no","no","telephone","may","tue",87,4,"no"
"711",36,"employed","married","basic","no","yes","no","telephone","may","tue",285,2,"no"
"714",30,"employed","married","university.degree","no","no","no","telephone","may","tue",178,2,"no"
"715",43,"employed","married","high.school","no","no","no","telephone","may","tue",174,2,"no"
"716",40,"employed","married","basic","no","no","no","telephone","may","tue",631,2,"no"
"717",45,"employed","married","university.degree","no","no","no","telephone","may","tue",152,3,"no"
"718",56,"non-labor","married","high.school","no","no","no","telephone","may","tue",176,5,"no"
"719",46,"employed","married","basic","no","no","no","telephone","may","tue",32,3,"no"
"720",41,"employed","married","basic","no","yes","no","telephone","may","tue",1529,2,"no"
"721",42,"employed","married","university.degree","no","yes","no","telephone","may","tue",254,2,"no"
"722",56,"employed","married","basic","no","no","no","telephone","may","tue",214,2,"no"
"723",43,"employed","married","basic","no","yes","no","telephone","may","tue",147,3,"no"
"724",34,"employed","married","basic","no","no","no","telephone","may","tue",800,4,"no"
"725",38,"employed","married","high.school","no","yes","no","telephone","may","tue",106,2,"no"
"726",40,"employed","married","basic","no","no","no","telephone","may","tue",135,2,"no"
"727",38,"employed","married","high.school","no","no","no","telephone","may","tue",112,4,"no"
"728",48,"employed","married","university.degree","no","yes","no","telephone","may","tue",222,2,"no"
"730",24,"employed","single","professional.course","no","no","no","telephone","may","tue",421,2,"no"
"733",31,"employed","single","high.school","no","yes","yes","telephone","may","tue",239,2,"no"
"737",56,"non-labor","married","basic","no","no","no","telephone","may","tue",55,2,"no"
"738",49,"employed","married","high.school","no","no","no","telephone","may","tue",157,2,"no"
"739",47,"unemployed","divorced","university.degree","no","no","no","telephone","may","tue",303,3,"no"
"741",48,"employed","divorced","high.school","no","no","no","telephone","may","tue",233,2,"no"
"742",55,"employed","married","basic","no","yes","yes","telephone","may","tue",211,2,"no"
"744",44,"employed","single","professional.course","no","yes","yes","telephone","may","tue",139,2,"no"
"745",46,"employed","married","basic","no","no","yes","telephone","may","tue",329,3,"no"
"748",36,"employed","married","high.school","no","yes","no","telephone","may","tue",128,2,"no"
"749",29,"employed","single","university.degree","no","no","no","telephone","may","tue",122,3,"no"
"750",31,"employed","single","professional.course","no","yes","no","telephone","may","tue",343,3,"no"
"751",30,"employed","divorced","basic","no","no","yes","telephone","may","tue",126,2,"no"
"752",36,"employed","married","basic","no","yes","no","telephone","may","tue",249,3,"no"
"753",60,"employed","married","professional.course","no","no","no","telephone","may","tue",59,3,"no"
"754",36,"employed","married","university.degree","no","yes","no","telephone","may","tue",166,3,"no"
"755",32,"employed","married","high.school","no","no","no","telephone","may","tue",190,3,"no"
"757",30,"employed","married","university.degree","no","yes","no","telephone","may","wed",51,3,"no"
"761",46,"employed","married","basic","no","no","no","telephone","may","wed",117,3,"no"
"762",43,"unemployed","married","basic","no","no","no","telephone","may","wed",275,4,"no"
"763",37,"employed","married","high.school","no","yes","no","telephone","may","wed",124,2,"no"
"765",38,"employed","married","professional.course","no","no","no","telephone","may","wed",479,2,"no"
"766",31,"employed","married","university.degree","no","yes","no","telephone","may","wed",285,3,"no"
"767",44,"employed","married","university.degree","no","no","no","telephone","may","wed",322,2,"no"
"774",43,"employed","married","professional.course","no","no","no","telephone","may","wed",720,2,"no"
"775",38,"employed","married","basic","no","no","no","telephone","may","wed",92,2,"no"
"776",41,"employed","married","basic","no","yes","no","telephone","may","wed",188,2,"no"
"779",32,"employed","married","high.school","no","yes","no","telephone","may","wed",395,2,"no"
"781",43,"employed","married","basic","no","yes","no","telephone","may","wed",261,3,"no"
"783",36,"employed","divorced","professional.course","no","no","no","telephone","may","wed",446,1,"no"
"785",35,"employed","single","basic","no","yes","no","telephone","may","wed",198,3,"no"
"786",50,"employed","married","university.degree","no","no","no","telephone","may","wed",312,1,"no"
"787",38,"employed","married","basic","no","yes","no","telephone","may","wed",275,6,"no"
"789",50,"employed","married","professional.course","no","yes","no","telephone","may","wed",333,4,"no"
"793",31,"employed","married","high.school","no","no","no","telephone","may","wed",296,1,"no"
"794",40,"employed","married","basic","no","no","no","telephone","may","wed",128,3,"no"
"797",44,"employed","single","high.school","no","no","no","telephone","may","wed",292,1,"no"
"802",47,"employed","divorced","high.school","no","no","no","telephone","may","wed",421,1,"no"
"803",35,"employed","single","professional.course","no","no","no","telephone","may","wed",268,1,"no"
